Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
UX10,ESDBIDIR,SOD323,257.683,-68.1688,180.0,top
UX11,ESDBIDIR,SOD323,257.683,-75.819,180.0,top
UX12,SD-CARD-GRAVI,GRAVITECH-SDCARD,247.65,-140.97,0.0,top
UX13,MCP79510,MSOP10,257.81,-163.83,180.0,top
UX14,ESDBIDIR,SOD323,206.375,-60.959654,90.0,top
UX15,ESDBIDIR,SOD323,214.63,-60.96,90.0,top
UX16,AP2132BB,PSOP-8-FIXED,361.315,-179.07,90.0,top
UX17,LDI1117,SOT223,375.91125,-64.135,180.0,top
UX18,SPIFLASH,DIP-8_W7.62mm_Socket_LongPads,278.003,-206.375,270.0,top
UX19,XC6SLX9-TQG144,TQFP-144_20x20mm_P0.5mm,328.948519,-168.261791,270.0,top
UX20,74LS641,DIP-20_W7.62mm_Socket_LongPads,85.09,-79.756,0.0,top
UX21,74LS641,DIP-20_W7.62mm_Socket_LongPads,51.435,-80.01,0.0,top
UX22,SID,DIP-28_W15.24mm_Socket_LongPads,102.997,-172.593,270.0,top
UX23,SID,DIP-28_W15.24mm_Socket_LongPads,126.873,-172.847,270.0,top
UX24,MC34063A,DIP-8_W7.62mm_Socket_LongPads,363.855,-189.865,0.0,top
UX25,CSASHORTBUSFA,FABC48R2-reversed,333.2226,-56.1086,90.0,top
UX26,JP7,JP7,386.715,-67.183,-90.0,top
UX28,DINIEC,DIN6PIEC,181.07231,-51.93982,180.0,top
UX3,LDI1117,SOT223,356.86125,-142.007146,180.0,top
UX4,SPIFLASH,DIP-8_W7.62mm_Socket_LongPads,294.005,-206.375,270.0,top
UX5,ESDBIDIR,SOD323,257.683,-79.5988,180.0,top
UX6,ESDBIDIR,SOD323,257.66334,-83.4088,180.0,top
UX7,XILINXPROG,FLAT10BOX,368.935,-143.51,0.0,top
UX8,ESDBIDIR,SOD323,257.683,-71.882,180.0,top
UX9,ETHOLIENC,ETHOLIENC,210.82,-58.056986,90.0,top
X1,SG-8002CE,Oscillator_SMD_SeikoEpson_SG8002CE-4Pin_3.2x2.5mm,366.202,-164.049,0.0,top
X2,D-SUB15-HDR15RA,DSUB-15-HD_Socket_Horizontal_P2.29x2.54mm_EdgePinOffset8.35mm_Housed_MountingHolesOffset10.89mm,243.964,-58.696331,180.0,top
X3,M09HPS,M09HP,27.438672,-193.047153,-90.0,top
X4,1503_09,1503_09,267.098516,-52.711919,0.0,top
X7,M09-182,DSUB-9_Pins_Horizontal_P2.77x2.84mm_EdgePinOffset9.90mm_Housed_MountingHolesOffset11.32mm,394.6268,-140.256,90.0,top
X8,M09-182,DSUB-9_Pins_Horizontal_P2.77x2.84mm_EdgePinOffset9.90mm_Housed_MountingHolesOffset11.32mm,394.6268,-107.998,90.0,top
